,turn_id,sentence_id_in_turn,word_id_in_sentence,position_in_turn,word,word_start,word_stop,text,lemma,n_chars,n_syllables,pos,stopword,mtw,duration,left_sentence,right_sentence,bidi_sentence,left_bigram,right_bigram,bidi_bigram
0,0,0,0,0,Mhm.,4.34,4.66,Mhm,Mhm,3,2,PROPN,False,False,0.3200000000000003,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
1,0,1,0,1,Mhm.,10.14,10.95,Mhm,Mhm,3,2,PROPN,False,False,0.8099999999999987,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
2,0,2,0,2,"Just,",12.74,14.36,Just,just,4,1,ADV,True,False,1.6199999999999992,9.744504451751709,10.990050420165062,6.055396556854248,6.128321900963783,9.310481950640678,19.33949375152588
3,0,2,1,3,mm.,17.74,17.95,mm,mm,2,,INTJ,False,False,0.21000000000000085,12.40781545639038,11.694960683584213,6.108757019042969,12.510980606079102,12.028164327144623,20.514782428741455
4,0,3,0,4,And,18.74,19.06,And,and,3,1,CCONJ,True,False,0.3200000000000003,2.748568534851074,12.719168663024902,9.426614761352539,2.3121159076690674,8.054622650146484,2.546888828277588
5,0,3,1,5,Uh,19.44,19.56,Uh,uh,2,1,INTJ,False,False,0.11999999999999744,13.329212188720703,1.2371530532836914,11.133012771606445,14.712016105651855,1.1734178066253662,11.746013641357422
6,0,3,2,6,"huh,",19.56,19.76,huh,huh,3,1,INTJ,False,False,0.20000000000000284,6.922971248626709,8.880468785762787,6.182451248168945,5.401737689971924,9.106057092547417,12.342160940170288
7,0,3,3,7,mm.,28.74,29.06,mm,mm,2,,PROPN,False,False,0.3200000000000003,8.248828172683716,11.694959938526154,6.085521697998047,10.615604400634766,12.028164327144623,17.253740310668945
8,0,4,0,8,Mhm.,36.64,37.06,Mhm,Mhm,3,2,PROPN,False,False,0.4200000000000017,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
9,0,5,0,9,Mhm.,38.44,38.76,Mhm,Mhm,3,2,PROPN,False,False,0.3200000000000003,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
10,0,6,0,10,What?,41.24,42.65,What,what,4,1,PRON,True,False,1.4099999999999966,7.638750791549683,7.144146919250488,7.213588714599609,6.404835224151611,7.881072521209717,16.85889959335327
11,0,7,0,11,Mhm.,52.04,52.25,Mhm,mhm,3,2,INTJ,False,False,0.21000000000000085,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
12,0,8,0,12,Uh,67.04,67.1,Uh,uh,2,1,INTJ,False,False,0.05999999999998806,6.926295280456543,0.35874512791633606,8.762314796447754,8.499258041381836,0.4308214485645294,7.431540012359619
13,0,8,1,13,huh.,67.1,67.54,huh,huh,3,1,INTJ,False,False,0.44000000000001194,4.412485495209694,10.41092786192894,5.698734283447266,3.8923201858997345,10.55848354101181,12.801785230636597
14,0,9,0,14,Mhm.,70.24,70.45,Mhm,Mhm,3,2,PROPN,False,False,0.21000000000000796,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
15,0,10,0,15,Yeah.,76.24,76.56,Yeah,yeah,4,1,INTJ,False,False,0.3200000000000074,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.202595233917236
16,0,11,0,16,Mhm.,83.94,84.36,Mhm,Mhm,3,2,PROPN,False,False,0.4200000000000017,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
17,0,12,0,17,Mhm.,98.24,98.45,Mhm,Mhm,3,2,PROPN,False,False,0.21000000000000796,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
18,0,13,0,18,Yeah.,99.84,101.24,Yeah,yeah,4,1,INTJ,False,False,1.3999999999999915,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.202595233917236
19,0,14,0,19,Oh.,103.24,103.96,Oh,oh,2,1,INTJ,False,False,0.7199999999999989,7.082287549972534,6.684614270925522,6.125568866729736,8.270770788192749,7.466586530208588,18.93868589401245
20,0,15,0,20,Oh,107.14,107.86,Oh,oh,2,1,INTJ,False,False,0.7199999999999989,4.739514350891113,3.7455484867095947,8.341572761535645,5.720973014831543,3.695709466934204,5.093222141265869
21,0,15,1,21,yeah.,117.64,117.84,yeah,yeah,4,1,INTJ,False,False,0.20000000000000284,5.19181364774704,6.129384130239487,4.853659629821777,5.581161558628082,6.56696742773056,12.741668939590454
22,0,16,0,22,Mhm.,123.94,124.15,Mhm,mhm,3,2,INTJ,False,False,0.21000000000000796,14.247051477432251,17.214085668325424,6.310240745544434,18.384440943598747,18.408640325069427,30.430572986602783
23,0,17,0,23,Yeah.,125.34,125.54,Yeah,yeah,4,1,INTJ,False,False,0.20000000000000284,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.202595233917236
24,0,18,0,24,Yeah.,127.24,128.26,Yeah,yeah,4,1,INTJ,False,False,1.019999999999996,4.249013781547546,3.994785875082016,5.3980631828308105,5.59467214345932,4.85479062795639,18.202595233917236
